Brand,Country,Whiskies,Votes,Rating,WB Ranking,Continente
Glen Rowan,Scotland,2,1,76,E,Europa
Glen Rowland,Scotland,1,0,49.85,G,Europa
Glen Russell,Scotland,2,1,50,G,Europa
Glen Sannox,Scotland,1,0,49.85,G,Europa
Glen Saunders,Scotland,2,1,79,E,Europa
Glen Scanlan,Scotland,13,7,62.57,G,Europa
Glen Scotia,Scotland,490,353,85.18,C,Europa
Glen Shee,Scotland,1,0,49.85,G,Europa
Glen Shira,Scotland,1,0,49.85,G,Europa
Glen Sloy,Scotland,5,3,73.17,F,Europa
Glen Spey,Scotland,212,139,83.95,D,Europa
Glen Stuart,Scotland,NA,0,49.85,G,Europa
Glen Talloch,Scotland,10,8,66.46,G,Europa
Glen Torness,Scotland,1,1,78,E,Europa
Glen Torran,Scotland,5,1,78,E,Europa
Glen Tosh,Scotland,1,0,49.85,G,Europa
Glen Turner,Scotland,21,15,76.49,E,Europa
Glen Urquhart,Scotland,3,1,84.67,D,Europa
Glen Usk,Scotland,1,0,49.85,G,Europa
Glen Vegan,Scotland,2,0,49.85,G,Europa
Glen Victory,Scotland,1,0,49.85,G,Europa
Glen'h,Scotland,1,1,73,F,Europa
Glenalba,Scotland,7,7,83.32,D,Europa
Glenallachie,Scotland,329,245,84.5,D,Europa
Glenalmond,Scotland,14,4,78.13,E,Europa
Glenandrew,Scotland,6,2,80.17,D,Europa
Glenbachie,Scotland,1,1,76.33,E,Europa
Glenbeg,Scotland,1,1,83,D,Europa
Glenberry,Scotland,6,1,78,E,Europa
Glenborrodale,Scotland,5,5,84.71,D,Europa
Glenbridge,Scotland,1,1,86,C,Europa
Glenburgie,Scotland,476,342,85.93,C,Europa
Glenburn,Scotland,1,1,85,C,Europa
Glencadam,Scotland,273,199,85.65,C,Europa
Glencoe,Scotland,10,7,84.29,D,Europa
Glencraig,Scotland,61,43,87.15,C,Europa
Glendamore,Scotland,1,0,49.85,G,Europa
Glendarroch,Scotland,6,3,81.17,D,Europa
Glenderry Private Reserve,Scotland,3,0,49.85,G,Europa
Glendorris,Scotland,1,1,76,E,Europa
Glendower,Scotland,7,4,74.25,F,Europa
Glendramroc,Scotland,1,1,79,E,Europa
Glendronach,Scotland,1198,1032,87.96,C,Europa
Glendrostan,Scotland,5,2,75,E,Europa
Glendullan,Scotland,188,127,84.14,D,Europa
Gleneagles,Scotland,1,1,89,C,Europa
Glenesk,Scotland,81,55,86.39,C,Europa
Glenfairn,Scotland,6,1,83,D,Europa
Glenfairytales,Scotland,1,1,89.9,C,Europa
Glenfarclas,Scotland,1621,1172,88.3,C,Europa
Glenfiddich,Scotland,766,532,84.85,D,Europa
Glenforres,Scotland,8,3,69.25,G,Europa
Glenfoyle,Scotland,5,2,72.8,F,Europa
Glengannon,Scotland,2,1,74.5,F,Europa
Glengarrett,Scotland,4,1,70,F,Europa
Glengarry,Scotland,4,4,79.1,E,Europa
Glenglassaugh,Scotland,392,307,87.63,C,Europa
Glengoyne,Scotland,661,509,86.19,C,Europa
Glengyle,Scotland,NA,0,49.85,G,Europa
Glenham,Scotland,1,0,49.85,G,Europa
Glenisla,Scotland,8,7,83.08,D,Europa
Glenkenny,Scotland,1,1,61.67,G,Europa
Glenkinchie,Scotland,140,85,82.66,D,Europa
Glenleven,Scotland,7,4,82.69,D,Europa
Glenlivet,Scotland,1519,1114,86.53,C,Europa
Glenlochy,Scotland,100,71,89.43,C,Europa
Glenlogie,Scotland,2,0,49.85,G,Europa
Glenlomyn,Scotland,1,0,49.85,G,Europa
Glenlossie,Scotland,413,312,86.04,C,Europa
Glenluig,Scotland,2,2,66.25,G,Europa
Glenmark,Scotland,6,0,49.85,G,Europa
Glenmorangie,Scotland,566,403,85.38,C,Europa
Glenmoriston,Scotland,2,1,84,D,Europa
Glenmoy,Scotland,1,1,81.26,D,Europa
Glenpark,Scotland,2,2,81.42,D,Europa
Glenridell,Scotland,1,0,49.85,G,Europa
Glenrosa,Scotland,3,0,49.85,G,Europa
Glenrothes,Scotland,1275,941,85.97,C,Europa
Glenrowan,Scotland,1,1,85,C,Europa
Glens Extra,Scotland,2,2,87.5,C,Europa
Glensbury,Scotland,1,1,86,C,Europa
Glensheil,Scotland,1,1,86,C,Europa
GlenShiel,Scotland,3,0,49.85,G,Europa
Glenshire,Scotland,2,1,55,G,Europa
Glenside,Scotland,3,1,76,E,Europa
Glentauchers,Scotland,485,352,85.31,C,Europa
Glentime,Scotland,2,1,74,F,Europa
Glentoshan,Scotland,2,1,84.5,D,Europa
Glentromie,Scotland,3,3,82,D,Europa
Glenturret,Scotland,428,309,84.53,D,Europa
Glenugie,Scotland,116,81,88.1,C,Europa
Glenury Royal,Scotland,106,80,88.64,C,Europa
Glenwood,Scotland,3,1,86,C,Europa
Gloag's Perth Whisky,Scotland,1,1,90,B,Europa
Glorious Bastard,Scotland,1,1,79.86,E,Europa
Glorious Ginger,Scotland,1,1,87.18,C,Europa
GMB,Scotland,1,0,49.85,G,Europa
Goblin's peated Islay,Scotland,2,2,86.34,C,Europa
Gold Crown,Scotland,1,1,75.75,E,Europa
Gold Label,Scotland,1,0,49.85,G,Europa
Gold Lion,Scotland,1,0,49.85,G,Europa
Gold Member,Scotland,1,0,49.85,G,Europa
Gold River,Scotland,1,0,49.85,G,Europa
Gold Rush,Scotland,1,0,49.85,G,Europa
Gold Shot,Scotland,1,1,85,C,Europa
Gold Standard,Scotland,1,1,90,B,Europa
Gold Star,Scotland,3,1,72,F,Europa
Golden Age,Scotland,1,0,49.85,G,Europa
Golden Crown,Scotland,1,0,49.85,G,Europa
Golden Dew,Scotland,1,1,59.67,G,Europa
Golden Eagle,Scotland,4,1,81,D,Europa
Golden Goal,Scotland,1,0,49.85,G,Europa
Golden Grain,Scotland,5,5,89.8,C,Europa
Golden Harvest,Scotland,1,0,49.85,G,Europa
Golden Loch,Scotland,2,2,67.5,G,Europa
Golden Pipe,Scotland,1,0,49.85,G,Europa
Golden Piper,Scotland,1,0,49.85,G,Europa
Golden Rare,Scotland,1,1,87.5,C,Europa
Golden Ribbon,Scotland,1,0,49.85,G,Europa
Golden River,Scotland,1,0,49.85,G,Europa
Golden Scanlan,Scotland,1,1,74,F,Europa
Golden Shoe,Scotland,5,2,55.42,G,Europa
Golden Spirit,Scotland,1,0,49.85,G,Europa
Golden Velvet,Scotland,2,1,58,G,Europa
Gordon Highlander,Scotland,11,0,49.85,G,Europa
Governor's Cellar,Scotland,1,0,49.85,G,Europa
Grain,Scotland,3,3,79.7,E,Europa
Grain Scotch Whisky,Scotland,2,1,79,E,Europa
Grand Alastair,Scotland,3,0,49.85,G,Europa
Grand Coronation,Scotland,1,0,49.85,G,Europa
Grand Duke,Scotland,2,0,49.85,G,Europa
Grand Dulky,Scotland,1,0,49.85,G,Europa
Grand Macnish,Scotland,22,6,72.25,F,Europa
Grand Old,Scotland,1,1,87,C,Europa
Grand Old Parr,Scotland,28,20,81.67,D,Europa
Grand Scot,Scotland,1,1,76,E,Europa
Grangestone,Scotland,10,3,72.07,F,Europa
Grannie's,Scotland,1,0,49.85,G,Europa
Grant's,Scotland,97,46,74.77,F,Europa
Grant's Royal,Scotland,7,3,82,D,Europa
Grayson,Scotland,1,0,49.85,G,Europa
Great Battle,Scotland,1,0,49.85,G,Europa
Great King Street,Scotland,14,10,84,D,Europa
Great Scots,Scotland,1,0,49.85,G,Europa
Green Meadows,Scotland,2,2,86.28,C,Europa
Green Park,Scotland,3,0,49.85,G,Europa
Greenfield,Scotland,1,1,87,C,Europa
Grendel's,Scotland,8,2,84.84,D,Europa
Gretna Green,Scotland,1,0,49.85,G,Europa
Gribhinneach,Scotland,1,1,87,C,Europa
Griersons No.1,Scotland,5,0,49.85,G,Europa
Haig,Scotland,50,28,78.91,E,Europa
Haig & Haig,Scotland,4,3,84.21,D,Europa
Halley's Comet,Scotland,1,0,49.85,G,Europa
Hallmark,Scotland,1,0,49.85,G,Europa
Hamashkeh,Scotland,1,0,49.85,G,Europa
Hamilton's,Scotland,1,0,49.85,G,Europa
Hamiltons,Scotland,9,4,74.17,F,Europa
Hamlet of Marypark,Scotland,1,0,49.85,G,Europa
Hammer Village,Scotland,1,0,49.85,G,Europa
HammerFall,Scotland,2,2,81.39,D,Europa
Hankey Bannister,Scotland,21,15,80.39,D,Europa
Harley-Davidson Traef,Scotland,1,1,83,D,Europa
Harmony,Scotland,1,0,49.85,G,Europa
Harold Robertson's,Scotland,1,0,49.85,G,Europa
Harris & Tustin,Scotland,1,1,82.75,D,Europa
Harrods,Scotland,5,3,74.33,F,Europa
Harry's New York Bar,Scotland,NA,1,90,B,Europa
Hart's,Scotland,2,0,49.85,G,Europa
Harvey's,Scotland,3,1,81.5,D,Europa
Hazelburn,Scotland,177,125,85.5,C,Europa
Hazelgrove,Scotland,4,4,84.91,D,Europa
Hazelwood,Scotland,5,3,91.12,B,Europa
HBC,Scotland,1,1,76,E,Europa
HE8,Scotland,1,0,49.85,G,Europa
Heart of Scotland,Scotland,1,0,49.85,G,Europa
Heather,Scotland,1,0,49.85,G,Europa
Heather & Peat,Scotland,1,1,85,C,Europa
Heather Dew,Scotland,5,2,66,G,Europa
Heathercrest,Scotland,1,0,49.85,G,Europa
"Heavily Peated ""L""",Scotland,2,1,72,F,Europa
Hebridean,Scotland,1,1,87.1,C,Europa
Hebridean Princess,Scotland,4,0,49.85,G,Europa
Hebrides,Scotland,2,1,92.5,B,Europa
Hedges & Butler,Scotland,12,9,81.78,D,Europa
Hedonism,Scotland,24,17,86.48,C,Europa
Heebie Jeebies,Scotland,1,0,49.85,G,Europa
Henderson & Turnbull,Scotland,2,2,74.5,F,Europa
Heriot-Watt University,Scotland,2,0,49.85,G,Europa
Hibernian Supporters' Association,Scotland,1,0,49.85,G,Europa
High Commissioner,Scotland,2,1,70.86,F,Europa
High County,Scotland,1,0,49.85,G,Europa
Highgrove,Scotland,8,3,85.56,C,Europa
Highland,Scotland,20,9,84.52,D,Europa
Highland Aingeal,Scotland,3,3,84.82,D,Europa
Highland Bard,Scotland,1,0,49.85,G,Europa
Highland Baron,Scotland,3,0,49.85,G,Europa
Highland Bird,Scotland,2,2,59.2,G,Europa
Highland Black,Scotland,1,1,79,E,Europa
Highland Blended Malt,Scotland,3,3,84.81,D,Europa
Highland Brook,Scotland,5,0,49.85,G,Europa
Highland Cattle,Scotland,3,2,77,E,Europa
Highland Chief,Scotland,5,3,75.22,E,Europa
Highland Circle,Scotland,2,1,83,D,Europa
Highland Clan,Scotland,9,0,49.85,G,Europa
Highland Command,Scotland,4,1,87,C,Europa
Highland Cross,Scotland,1,0,49.85,G,Europa
Highland Cup,Scotland,1,0,49.85,G,Europa
Highland Dream,Scotland,2,1,84.5,D,Europa
Highland Earl,Scotland,2,1,74,F,Europa
Highland Fusilier,Scotland,30,22,85.65,C,Europa
Highland Gold,Scotland,2,2,73.75,F,Europa
Highland Grand,Scotland,1,0,49.85,G,Europa
Highland Harvest,Scotland,11,3,76.86,E,Europa
Highland Heart,Scotland,13,13,82.59,D,Europa
Highland Heather,Scotland,1,0,49.85,G,Europa
Highland Inspiration,Scotland,1,1,80.5,D,Europa
Highland Journey,Scotland,1,1,78,E,Europa
Highland King,Scotland,5,3,84.92,D,Europa
Highland Laird,Scotland,11,0,49.85,G,Europa
Highland Legend,Scotland,1,1,71,F,Europa
Highland Malt,Scotland,4,4,74.05,F,Europa
Highland Military Tattoo,Scotland,1,0,49.85,G,Europa
Highland Mist,Scotland,3,3,82.78,D,Europa
Highland Moss,Scotland,2,2,78.75,E,Europa
Highland Mount,Scotland,1,0,49.85,G,Europa
Highland Mountain,Scotland,1,1,87.5,C,Europa
Highland Nectar,Scotland,3,1,76,E,Europa
Highland Park,Scotland,2004,1435,86.94,C,Europa
Highland PBS,Scotland,2,1,81,D,Europa
Highland Piper,Scotland,2,1,64,G,Europa
Highland Poacher,Scotland,2,0,49.85,G,Europa
Highland Pride,Scotland,5,3,74.33,F,Europa
Highland Prince,Scotland,5,0,49.85,G,Europa
Highland Queen,Scotland,51,28,79.2,E,Europa
Highland Region,Scotland,5,4,86.42,C,Europa
Highland Regional Collection,Scotland,1,0,49.85,G,Europa
Highland River,Scotland,1,1,81.5,D,Europa
Highland Rose,Scotland,2,2,57.5,G,Europa
Highland Scotch Whisky,Scotland,1,1,73,F,Europa
Highland Shield,Scotland,1,0,49.85,G,Europa
Highland Single Malt,Scotland,6,2,89.54,C,Europa
Highland Single Malt Scotch Whisky,Scotland,5,2,79.5,E,Europa
Highland Single Malt Whisky,Scotland,3,1,85,C,Europa
Highland Special,Scotland,1,0,49.85,G,Europa
Highland Spey,Scotland,1,1,90.75,B,Europa
Highland Sporran,Scotland,1,0,49.85,G,Europa
Highland Supreme,Scotland,1,0,49.85,G,Europa
Highland Tower,Scotland,1,0,49.85,G,Europa
Highland Vale,Scotland,1,0,49.85,G,Europa
Highland Way,Scotland,1,0,49.85,G,Europa
Highland!,Scotland,1,1,79,E,Europa
Highland's Friends,Scotland,2,1,50,G,Europa
Highlander,Scotland,4,1,83,D,Europa
Highlands Whisky,Scotland,3,1,12.33,G,Europa
Hillside,Scotland,8,7,91.43,B,Europa
His Excellency,Scotland,4,0,49.85,G,Europa
HISS,Scotland,1,1,89.67,C,Europa
Hogshead,Scotland,1,1,81.4,D,Europa
Hogwash,Scotland,1,1,76,E,Europa
Holt's Liqueur,Scotland,1,0,49.85,G,Europa
Home Blend,Scotland,3,2,88.97,C,Europa
Hopetoun House,Scotland,2,1,81,D,Europa
Hopkins' Navy Supreme,Scotland,3,2,86.5,C,Europa
Hotspur,Scotland,3,0,49.85,G,Europa
House Malt,Scotland,34,31,83.91,D,Europa
House of Campbell,Scotland,2,1,77,E,Europa
House of Commons,Scotland,4,1,82,D,Europa
House of Davaar,Scotland,1,0,49.85,G,Europa
House of Hazelwood,Scotland,3,3,85.2,C,Europa
House of Lords,Scotland,28,16,80.58,D,Europa
House of Malt,Scotland,3,2,81.5,D,Europa
House of Peers,Scotland,12,6,85.31,C,Europa
House of Stuart,Scotland,7,0,49.85,G,Europa
Houstoun House,Scotland,1,0,49.85,G,Europa
Howard MacLaren,Scotland,3,1,77.4,E,Europa
Hudson's Bay,Scotland,3,2,84.84,D,Europa
Hundred Pipers,Scotland,1,0,49.85,G,Europa
Hunter's Glen,Scotland,2,1,80,D,Europa
Hunting Lodge,Scotland,4,3,74.08,F,Europa
Huntly,Scotland,4,2,88.5,C,Europa
Iconic Speyside,Scotland,NA,0,49.85,G,Europa
Ila Insvla,Scotland,1,1,90.5,B,Europa
Ile Rubaidh,Scotland,1,1,87.37,C,Europa
Ìle Six,Scotland,NA,0,49.85,G,Europa
Images of Ayrshire,Scotland,2,2,87.58,C,Europa
Images of Dufftown,Scotland,9,6,84.57,D,Europa
Images of Islay,Scotland,29,20,86.21,C,Europa
Images of Orkney,Scotland,1,1,90.67,B,Europa
Images of Tain,Scotland,2,2,86.41,C,Europa
Immortal Memory,Scotland,1,1,73,F,Europa
Imperial,Scotland,485,376,85.92,C,Europa
Inattendu,Scotland,1,1,91,B,Europa
Inchdrewer,Scotland,1,1,77,E,Europa
Inchfad,Scotland,4,4,79.19,E,Europa
Inchgower,Scotland,342,257,85.64,C,Europa
Inchmoan,Scotland,11,11,76.52,E,Europa
Inchmurrin,Scotland,170,113,82.93,D,Europa
Infinity,Scotland,1,1,87.44,C,Europa
Inganess Bay,Scotland,1,1,87.67,C,Europa
International Garden Festival,Scotland,1,0,49.85,G,Europa
Intravagan'za,Scotland,2,2,84.42,D,Europa
Inver Bridge,Scotland,1,1,90.43,B,Europa
Inver House,Scotland,25,5,78.63,E,Europa
Inveralmond,Scotland,1,0,49.85,G,Europa
Inverdice,Scotland,1,0,49.85,G,Europa
Inverey,Scotland,4,1,76,E,Europa
Inverglen,Scotland,2,1,74,F,Europa
Invergordon,Scotland,333,276,86.67,C,Europa
Inverleven,Scotland,99,69,85.86,C,Europa
Inverlochy Castle,Scotland,4,1,85.5,C,Europa
Inverness,Scotland,2,1,85,C,Europa
Inverness Caledonian Thistle F.C.,Scotland,1,0,49.85,G,Europa
Inverness Cream,Scotland,2,1,63.5,G,Europa
Inveroran,Scotland,1,1,81,D,Europa
Iona,Scotland,2,1,80.5,D,Europa
Iona Royale,Scotland,1,1,89.5,C,Europa
Island,Scotland,4,3,87.11,C,Europa
Island Malt Whisky,Scotland,1,0,49.85,G,Europa
Island of Geese,Scotland,2,1,78,E,Europa
Island Prince,Scotland,1,0,49.85,G,Europa
Island Single Malt,Scotland,2,2,86.08,C,Europa
Islay,Scotland,80,53,85.85,C,Europa
Islay !,Scotland,2,2,84.51,D,Europa
Islay & Islay,Scotland,1,1,89,C,Europa
Islay 55%,Scotland,2,2,85.44,C,Europa
Islay Blended Malt,Scotland,22,14,86.55,C,Europa
Islay Blended Malt Scotch Whisky,Scotland,4,1,87.83,C,Europa
Islay Connection,Scotland,1,1,84,D,Europa
Islay Fusion,Scotland,4,3,86.22,C,Europa
Islay Grinn,Scotland,1,1,86.67,C,Europa
Islay King,Scotland,3,3,86.53,C,Europa
Islay Legend,Scotland,1,0,49.85,G,Europa
Islay Malt,Scotland,44,37,86.18,C,Europa
Islay meets Nicaragua,Scotland,1,1,82.5,D,Europa
Islay Mist,Scotland,30,22,80.47,D,Europa
Islay mu Dheas,Scotland,1,0,49.85,G,Europa
Islay New Filling Malt,Scotland,1,1,82.67,D,Europa
Islay North,Scotland,1,1,86.8,C,Europa
Islay PBS,Scotland,1,0,49.85,G,Europa
Islay Prestige,Scotland,1,1,85,C,Europa
Islay Region,Scotland,1,1,81.64,D,Europa
Islay Regional Collection,Scotland,1,0,49.85,G,Europa
Islay Reserve,Scotland,4,4,85.33,C,Europa
Islay Selection,Scotland,1,1,85.33,C,Europa
Islay Single Malt,Scotland,16,10,85.16,C,Europa
Islay Single Malt Scotch Whisky,Scotland,19,14,85.46,C,Europa
Islay Single Malt Whisky,Scotland,1,1,88.33,C,Europa
Islay South,Scotland,2,2,88.36,C,Europa
Islay Special,Scotland,1,1,81.25,D,Europa
Islay Storm,Scotland,3,3,81.09,D,Europa
Islay Time,Scotland,3,3,77.97,E,Europa
Islay Trilogy,Scotland,1,1,91.27,B,Europa
Islay Vatted Malt,Scotland,3,2,87.96,C,Europa
Islay Whisky,Scotland,1,1,88.38,C,Europa
Islay's Finest Single Malt,Scotland,2,1,86.4,C,Europa
ISLAYish,Scotland,1,1,79.67,E,Europa
Isle of Colonsay,Scotland,2,1,83.5,D,Europa
Isle of Islay,Scotland,12,11,87.62,C,Europa
Isle of Jura,Scotland,563,426,83.73,D,Europa
Isle of Mull,Scotland,3,2,88.59,C,Europa
Isle of Skye,Scotland,24,17,83.99,D,Europa
Isle of the Blessed,Scotland,1,1,88,C,Europa
J&B,Scotland,76,27,78.19,E,Europa
J. & G. Grant Ltd.,Scotland,4,3,91.76,B,Europa
J. Burke,Scotland,1,0,49.85,G,Europa
J.G. Kinsey,Scotland,2,1,69,G,Europa
Jack Brown,Scotland,2,0,49.85,G,Europa
Jack Strong,Scotland,2,2,73.25,F,Europa
Jackson's Row,Scotland,1,1,77,E,Europa
Jacoulot,Scotland,3,2,83.17,D,Europa
Jaguar,Scotland,1,0,49.85,G,Europa
James Ainslie & Co.,Scotland,1,0,49.85,G,Europa
James Caldwell & Son,Scotland,1,0,49.85,G,Europa
James Gordon,Scotland,7,2,85.67,C,Europa
James King,Scotland,8,1,55,G,Europa
James Martin's,Scotland,12,7,82.48,D,Europa
Jamie O Six,Scotland,1,0,49.85,G,Europa
Jamie Stuart,Scotland,2,0,49.85,G,Europa
Jamie's,Scotland,1,0,49.85,G,Europa
Jan de Groot's Dram,Scotland,1,0,49.85,G,Europa
Japonism,Scotland,1,1,88.67,C,Europa
Jardine's,Scotland,1,0,49.85,G,Europa
Jas. Gordon & Co,Scotland,1,0,49.85,G,Europa
Jaume I,Scotland,1,0,49.85,G,Europa
Jericho,Scotland,7,4,80.39,D,Europa
Jewels of Islay,Scotland,1,1,89,C,Europa
Jockey Club,Scotland,2,0,49.85,G,Europa
John Barr,Scotland,8,2,68.63,G,Europa
John Begg,Scotland,9,2,84.34,D,Europa
John Brown's Special,Scotland,1,0,49.85,G,Europa
John Drake,Scotland,2,1,55,G,Europa
John Dunbar's,Scotland,1,0,49.85,G,Europa
John Handy,Scotland,1,0,49.85,G,Europa
John McCrae,Scotland,1,0,49.85,G,Europa
John McFours,Scotland,1,0,49.85,G,Europa
John McGeary's,Scotland,1,0,49.85,G,Europa
John O'Groat's,Scotland,1,0,49.85,G,Europa
John Player Special,Scotland,2,1,77,E,Europa
John Scott's,Scotland,2,1,90,B,Europa
John Stoddart's,Scotland,1,0,49.85,G,Europa
John Walker & Sons,Scotland,19,7,89.44,C,Europa
Johnnie Walker,Scotland,375,227,80.28,D,Europa
Johnny Wright's,Scotland,1,1,80,D,Europa
"Jon, Mark and Robbo's",Scotland,8,6,83.92,D,Europa
Jura Cask,Scotland,1,1,86.67,C,Europa
Jurassic,Scotland,3,2,77,E,Europa
Jurgensen's,Scotland,1,0,49.85,G,Europa
Juveniles,Scotland,3,3,85.7,C,Europa
KaDeWe,Scotland,1,0,49.85,G,Europa
Kelt,Scotland,2,1,82,D,Europa
Kelvin Hall,Scotland,1,1,88.33,C,Europa
Kenmore,Scotland,4,1,58,G,Europa
Kennaway,Scotland,2,2,85.25,C,Europa
Kerby House,Scotland,1,0,49.85,G,Europa
Kilbride Dam,Scotland,3,2,88.5,C,Europa
Kilbridge,Scotland,1,0,49.85,G,Europa
Kilchoman,Scotland,548,423,85.89,C,Europa
Kildalton,Scotland,8,8,85.97,C,Europa
Kilkerran,Scotland,94,84,85.13,C,Europa
Killyloch,Scotland,4,3,87.75,C,Europa
Kilmartin Glen,Scotland,3,2,77,E,Europa
Kiln Embers,Scotland,1,1,83.23,D,Europa
Kincaple,Scotland,2,2,74.9,F,Europa
Kinclaith,Scotland,35,28,87.3,C,Europa
King Charles,Scotland,1,1,78.5,E,Europa
King Davis,Scotland,1,0,49.85,G,Europa
King Duncan,Scotland,1,0,49.85,G,Europa
King Edgar,Scotland,1,1,69,G,Europa
King Edmund II,Scotland,1,0,49.85,G,Europa
King Edward,Scotland,1,0,49.85,G,Europa
King Edward I,Scotland,6,3,86.28,C,Europa
King Edward The First,Scotland,1,0,49.85,G,Europa
King George,Scotland,1,1,30,G,Europa
King George IV,Scotland,16,3,82.67,D,Europa
King Henry VIII,Scotland,1,0,49.85,G,Europa
King James,Scotland,1,0,49.85,G,Europa
King John,Scotland,4,1,83,D,Europa
King Malcolm,Scotland,1,1,82,D,Europa
King Mór,Scotland,2,1,78,E,Europa
King of Queens,Scotland,4,2,77.5,E,Europa
King of Scots,Scotland,14,7,77.11,E,Europa
King Robert II,Scotland,4,4,70.04,F,Europa
King William IV,Scotland,2,1,82.5,D,Europa
King's Castle,Scotland,1,0,49.85,G,Europa
King's Celebration,Scotland,1,0,49.85,G,Europa
King's Choice,Scotland,10,1,78.5,E,Europa
King's Crest,Scotland,3,3,83.11,D,Europa
King's Pawn,Scotland,1,0,49.85,G,Europa
King's Pride,Scotland,2,1,90,B,Europa
King's Ransom,Scotland,9,2,80.5,D,Europa
King's Reserve,Scotland,1,0,49.85,G,Europa
King's Rider,Scotland,1,0,49.85,G,Europa
King's Royal,Scotland,2,1,81,D,Europa
Kingdom,Scotland,5,1,82,D,Europa
Kings Privilege,Scotland,1,0,49.85,G,Europa
Kings Tower,Scotland,1,0,49.85,G,Europa
Kingsbarns,Scotland,2,2,79.13,E,Europa
Kingsburry,Scotland,1,0,49.85,G,Europa
Kingston,Scotland,1,0,49.85,G,Europa
Kininvie,Scotland,11,8,85.01,C,Europa
Kinloch Anderson,Scotland,9,1,79,E,Europa
Kintore,Scotland,3,0,49.85,G,Europa
Kirkland Signature,Scotland,9,5,75.33,E,Europa
Kirkwall,Scotland,3,1,94,B,Europa
Kirkwall Bay,Scotland,1,1,85.8,C,Europa
Kiss from Kirkwall,Scotland,1,1,86.21,C,Europa
Kit Kat Whisky,Scotland,1,0,49.85,G,Europa
Knight's Sword,Scotland,1,0,49.85,G,Europa
Knight's Tower,Scotland,1,0,49.85,G,Europa
Knockando,Scotland,237,158,83.39,D,Europa
Knockdhu,Scotland,54,46,83.05,D,Europa
Kuchh Nai,Scotland,1,1,79.25,E,Europa
Kylemore,Scotland,2,1,56,G,Europa
La Reserve,Scotland,1,0,49.85,G,Europa
Label 5,Scotland,16,7,72.55,F,Europa
Lachlan's,Scotland,1,0,49.85,G,Europa
Ladder Hills,Scotland,1,1,86.2,C,Europa
Lady Luck,Scotland,2,1,89.67,C,Europa
Lady Nicol,Scotland,1,0,49.85,G,Europa
Ladyburn,Scotland,46,26,89.15,C,Europa
Lagavulin,Scotland,366,323,88.85,C,Europa
Laggan Mill,Scotland,26,21,85.54,C,Europa
Laird O' Logan,Scotland,2,1,74,F,Europa
Lanark,Scotland,1,0,49.85,G,Europa
Lancelot,Scotland,2,1,85,C,Europa
Lancer's Flag,Scotland,1,1,91.26,B,Europa
Lands of Scotland,Scotland,7,4,76.13,E,Europa
Langs,Scotland,30,10,81.03,D,Europa
Langside,Scotland,5,0,49.85,G,Europa
Lapbeg,Scotland,1,1,85.67,C,Europa
Laphroaig,Scotland,2190,1741,87.51,C,Europa
Large Club,Scotland,1,0,49.85,G,Europa
Largiemeanoch,Scotland,16,11,90.8,B,Europa
Laudale,Scotland,1,1,87.3,C,Europa
Lauder's,Scotland,19,10,75.6,E,Europa
Lawrence Scott,Scotland,1,0,49.85,G,Europa
Le Dùrachdan,Scotland,1,1,80.25,D,Europa
Ledaig,Scotland,688,563,85.65,C,Europa
Legacy,Scotland,1,0,49.85,G,Europa
Legendary Scot,Scotland,1,1,85,C,Europa
Leòmhann,Scotland,2,2,90.17,B,Europa
Liddesdale,Scotland,10,10,86.78,C,Europa
Light Brigade,Scotland,1,1,70,F,Europa
Like a Villain,Scotland,1,1,86.67,C,Europa
Limited,Scotland,1,1,88.5,C,Europa
Lindrum,Scotland,1,1,79.5,E,Europa
Linkphroaigh,Scotland,1,0,49.85,G,Europa
Linkwood,Scotland,1218,807,85.84,C,Europa
Linlithgow,Scotland,78,62,88.55,C,Europa
Linn House Reserve,Scotland,3,3,88.39,C,Europa
Lion's Vat,Scotland,1,1,92,B,Europa
Lismore,Scotland,13,6,80.33,D,Europa
Little Frog,Scotland,1,1,60,G,Europa
Little Piggy,Scotland,2,2,76.72,E,Europa
Little Thin Man,Scotland,1,0,49.85,G,Europa
Littlemill,Scotland,551,453,86.96,C,Europa
Loch Bay,Scotland,1,0,49.85,G,Europa
Loch Castle,Scotland,3,1,64.5,G,Europa
Loch Corrie,Scotland,1,0,49.85,G,Europa
Loch Donald,Scotland,1,0,49.85,G,Europa
Loch Ewe,Scotland,11,4,73.48,F,Europa
Loch Ìle,Scotland,1,1,85,C,Europa
Loch Indaal,Scotland,10,2,89.63,C,Europa
Loch Islay,Scotland,1,0,49.85,G,Europa
Loch Lomond,Scotland,117,80,78.73,E,Europa
Loch Morar,Scotland,2,0,49.85,G,Europa
Loch Ness,Scotland,5,2,74.08,F,Europa
Loch Ness Water,Scotland,1,0,49.85,G,Europa
Lochan Sholum,Scotland,1,1,88.24,C,Europa
Lochan Solan,Scotland,2,0,49.85,G,Europa
Lochindaal,Scotland,24,19,86.26,C,Europa
Lochinvar,Scotland,5,1,76.5,E,Europa
Lochlann,Scotland,1,0,49.85,G,Europa
Lochleven,Scotland,1,0,49.85,G,Europa
Lochlins,Scotland,1,0,49.85,G,Europa
Lochness,Scotland,1,0,49.85,G,Europa
Lochranza,Scotland,33,22,83.03,D,Europa
Lochruan,Scotland,1,1,79,E,Europa
